epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.9763,0.97972,2.02421,1.0088,0,0,0,0,1.61664,4.56455,1.67241,0.08713,0.00013,0.00013
