2025-06-23 19:57:15, -81.70
2025-06-23 19:57:15, -81.70
2025-06-23 19:57:15, -83.11
2025-06-23 19:57:15, -84.05
2025-06-23 19:57:15, -84.60
2025-06-23 19:57:15, -84.92
2025-06-23 19:57:15, -85.19
2025-06-23 19:57:16, -85.39
2025-06-23 19:57:16, -85.54
2025-06-23 19:57:16, -85.66
2025-06-23 19:57:16, -86.15
2025-06-23 19:57:16, -86.66
2025-06-23 19:57:16, -86.73
2025-06-23 19:57:16, -86.71
2025-06-23 19:57:16, -86.69
2025-06-23 19:57:17, -86.69
2025-06-23 19:57:17, -86.66
2025-06-23 19:57:17, -86.49
2025-06-23 19:57:17, -86.48
2025-06-23 19:57:17, -86.74
2025-06-23 19:57:17, -86.95
2025-06-23 19:57:17, -86.93
2025-06-23 19:57:17, -86.73
2025-06-23 19:57:18, -86.48
2025-06-23 19:57:18, -86.23
2025-06-23 19:57:18, -86.00
2025-06-23 19:57:18, -85.88
2025-06-23 19:57:18, -85.91
2025-06-23 19:57:18, -85.82
2025-06-23 19:57:18, -85.72
2025-06-23 19:57:18, -84.80
2025-06-23 19:57:19, -83.49
2025-06-23 19:57:19, -81.53
2025-06-23 19:57:19, -75.40
2025-06-23 19:57:19, 1.86
2025-06-23 19:57:19, 79.75
2025-06-23 19:57:19, 85.56
2025-06-23 19:57:19, 87.55
2025-06-23 19:57:19, 88.50
2025-06-23 19:57:20, 88.88
2025-06-23 19:57:20, 88.67
2025-06-23 19:57:20, 88.60
2025-06-23 19:57:20, 88.45
2025-06-23 19:57:20, 88.47
2025-06-23 19:57:20, 88.49
2025-06-23 19:57:20, 88.54
2025-06-23 19:57:20, 88.63
2025-06-23 19:57:20, 88.72
2025-06-23 19:57:21, 88.81
2025-06-23 19:57:21, 88.85
2025-06-23 19:57:21, 89.01
2025-06-23 19:57:21, 89.08
2025-06-23 19:57:21, 89.23
2025-06-23 19:57:21, 89.32
2025-06-23 19:57:21, 89.42
2025-06-23 19:57:21, 89.43
2025-06-23 19:57:22, 89.42
2025-06-23 19:57:22, 89.40
2025-06-23 19:57:22, 89.38
2025-06-23 19:57:22, 89.36
2025-06-23 19:57:22, 89.32
2025-06-23 19:57:22, 89.34
2025-06-23 19:57:22, 89.28
2025-06-23 19:57:22, 89.24
2025-06-23 19:57:23, 88.99
2025-06-23 19:57:23, 88.69
2025-06-23 19:57:23, 88.05
2025-06-23 19:57:23, 86.03
2025-06-23 19:57:23, 0.03
2025-06-23 19:57:23, -85.98
2025-06-23 19:57:23, -88.04
2025-06-23 19:57:23, -88.70
2025-06-23 19:57:24, -89.05
2025-06-23 19:57:24, -89.23
2025-06-23 19:57:24, -89.25
2025-06-23 19:57:24, -89.25
2025-06-23 19:57:24, -89.25
2025-06-23 19:57:24, -89.24
2025-06-23 19:57:24, -89.05
2025-06-23 19:57:25, -88.26
2025-06-23 19:57:25, -87.50
2025-06-23 19:57:25, -86.77
2025-06-23 19:57:25, -86.05
2025-06-23 19:57:25, -85.31
2025-06-23 19:57:25, -83.57
2025-06-23 19:57:25, -80.66
2025-06-23 19:57:25, -77.50
2025-06-23 19:57:26, -73.77
2025-06-23 19:57:26, -70.05
2025-06-23 19:57:26, -66.66
